accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_001316325.1	0	67.62	2.01	Specific	91.82	0.8	188	p__Euryarchaeota (UID3)	125	0	1909895	77.89976400376223	89	1011097	41.240077430912166	2451734	RS_GCF_029848115.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	type strain of species	LPSN	t	8	8	252872	252872	3331	1	2980	BBES01000049.1	31321	3	119	BBES01000022.1-#2	2975	5494	0	100	BBES01000049.39.3013	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium formicicum JCM 10132	27547	27547	t	f	f	105374	105374	Contig	ASM131632v1	na	PRJDB899	SAMD00016804	89	105374	none	2015-10-01	GCA_001316325.1	none	full	na	none	none	0	none	Methanobacterium formicicum JCM 10132	none	na	none	none	none	none	none	none	2015/10/01	0	2162	none	JCM 10132	The University of Tokyo	1300163	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum;x__Methanobacterium formicicum JCM 10132	0	2451734	none	none	assembly from type material	2451734	0	BBES00000000.1	3826	89	1504	1	none	none	none	none	none	none	1474	BBES01000067.1	1474	2715	0	99.932	CP006933.750440.751913	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium formicicum	0	19	46	0
RS_GCF_000828555.1	0	99.87	0.91	Specific	99.52	0.95	308	p__Euryarchaeota (UID5)	210	50	1558907	89.09317850731733	1	576248	32.93318070191782	1749749	RS_GCF_002945325.1	f	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	not type material	none	f	1	1	1749749	1749749	1749749	2	2950	NZ_AP011528.1	1749749	3	106	NZ_AP011528.1	2950	5448	0	100	AP011528.50742.53698	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis OS7	1749749	1749749	t	f	f	1749749	1749749	Complete Genome	ASM82855v1	na	PRJNA224116	SAMD00170764	none	none	Japan	2014-10-01	GCA_000828555.1	none	full	na	water	none	1	0	Methanococcus maripaludis OS7	none	na	7	1	1	1749749	1749749	1749749	2014/10/01	0	39152	2	OS7	National Institute of Technology and Evaluation	637915	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis;x__Methanococcus maripaludis OS7	0	1749749	11	37	na	1749749	0	na	1859	1	1749749	2	none	none	none	none	none	none	1467	NZ_AP011528.1	1467	2710	0	100	CP002913.3339.4820	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus maripaludis X1	0	19	37	1
RS_GCF_000632495.1	0	99.83	0.96	Specific	99.4	0.6	217	c__Thermoprotei (UID147)	168	0	2040790	83.16099726856676	68	874569	35.63817454033642	2454023	RS_GCF_000632495.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus copahuensis	type strain of species	LPSN	f	6	6	387814	387814	387814	1	3012	NZ_JFZT01000039.1	none	0	none	none	2921	5395	0	100	JFZT01000039.47282.50203	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Candidatus Acidianus copahuensis	36088	36088	f	f	t	136672	136672	Contig	AciCop1.0	na	PRJNA224116	SAMN02679956	68	136672	Argentina: Copahue; Neuquen	2014-04-15	GCA_000632495.1	none	full	na	hot springs	37.816611 S 71.096811 W	0	0	Candidatus Acidianus copahuensis	2461	representative genome	3	none	none	none	none	none	2014/04/15	0	1160895	1	ALE1	INDEAR	1160895	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Candidatus Acidianus copahuensis	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Candidatus Acidianus copahuensis	0	2454023	11	52	na	2454023	0	JFZT00000000.1	2555	68	387814	1	1466	2702	0	99.932	3596176	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__	1493	NZ_JFZT01000039.1	1493	2758	0	100	JFZT01000039.50396.51893	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Candidatus Acidianus copahuensis	0	19	52	0
RS_GCF_030848565.1	0	99.95	3.94	Specific	99.11	1.9	417	f__Halobacteriaceae (UID96)	263	0	3578056	83.19586157057749	72	2670033	62.08278904994046	4300762	RS_GCF_030848565.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronolimnohabitans;s__Natronolimnohabitans sp030848565	not type material	none	f	6	6	494194	494194	938	1	933	NZ_JAVDDV010000067.1	24750	2	114	NZ_JAVDDV010000031.1	937	1471	0	95.197	CBMB010000011.11.2824	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natrarchaeobaculum;Halopiger goleimassiliensis	59732	59732	f	f	t	260738	260738	Contig	ASM3084856v1	na	PRJNA224116	SAMN36994298	72	260738	Russia: Altai region; Kulunda Steppe	2023-08-21	GCA_030848565.1	none	full	na	aerobic sediments from hypersaline soda lake	none	0	0	Natronolimnohabitans sp. A-GB9	none	na	4	none	none	none	none	none	2023/08/21	0	3069757	1	A-GB9	Research Center of Biotechnology RAS	3069757	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronolimnohabitans;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronolimnohabitans;x__unclassified Natronolimnohabitans;s__Natronolimnohabitans sp. A-GB9	0	4300762	11	49	na	4300762	0	JAVDDV000000000.1	4249	72	1422	1	none	none	none	none	none	none	1422	NZ_JAVDDV010000072.1	1424	2309	0	95.997	KF739039.1.1473	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena sp. TRM20010-3	0	19	49	0
RS_GCF_025992335.1	0	99.93	0.13	Specific	100	0	188	p__Euryarchaeota (UID3)	125	0	1540218	89.76089682920802	1	537325	31.314251546699364	1715912	RS_GCF_000016525.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella smithii	not type material	none	f	1	1	1715912	1715912	1715912	2	2978	NZ_DAJPHA010000001.1	none	0	none	none	2976	5491	0	99.966	LP130651.330016.332998	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii	1715912	1715912	f	f	t	1715912	1715912	Contig	ASM2599233v1	na	PRJNA224116	SAMN31100423	1	1715912	none	2022-11-04	GCA_025992335.1	derived from metagenome	full	VEG01_HIC_0070	feces	none	0	0	Methanobrevibacter smithii	none	na	7	none	none	none	none	none	2022/11/04	0	2173	2	VEG01_HIC_0070	Yonsei University	2173	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	0	1715912	11	35	na	1715912	0	DAJPHA000000000.1	1658	1	1715912	2	none	none	none	none	none	none	1476	NZ_DAJPHA010000001.1	1476	2726	0	100	CP017803.454724.456208	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii	0	19	35	0
RS_GCF_001541925.1	0	99.6	0	Specific	100	0	145	k__Archaea (UID2)	103	0	1223697	88.44163249907308	26	434427	31.39783220983203	1383621	RS_GCF_001541925.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp001541925	not type material	none	f	5	5	200414	200414	52337	1	2976	NZ_LQMW01000026.1	168171	1	112	NZ_LQMW01000019.1	2971	5487	0	100	LQMW01000026.2667.5646	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Nitrosopumilus sp. Nsub	53216	53216	t	f	f	91269	91269	Contig	ASM154192v1	na	PRJNA224116	SAMN04386402	26	91269	none	2016-01-27	GCA_001541925.1	none	full	na	none	none	0	0	Nitrosopumilus sp. Nsub	1638	na	3	none	none	none	none	none	2016/01/27	0	1776294	1	Nsub	Hong Kong University of Science and Technology	1776294	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;x__unclassified Nitrosopumilus;s__Nitrosopumilus sp. Nsub	0	1383621	11	43	na	1383621	0	LQMW00000000.1	1735	26	52337	1	1469	2658	0	99.319	4483230	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__Nitrosopumilus;s__	1470	NZ_LQMW01000026.1	1470	2699	0	99.796	CP021324.507270.508740	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosomarinus catalina	0	18	43	0
RS_GCF_001723155.1	0	99.1	7.31	Specific	98.05	6.75	359	f__Halobacteriaceae (UID84)	235	86.36	4321695	83.22845589533813	420	3132176	60.32035395196482	5192569	RS_GCF_000376445.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus paucihalophilus	not type material	none	f	61	61	100583	100583	9278	3	2902	NZ_MEIH01000345.1	3866	2	115	NZ_MEIH01000353.1	2858	5278	0	100	MEIH01000345.6193.9050	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus sp. W1	12363	12363	f	f	t	25785	25785	Contig	ASM172315v1	na	PRJNA224116	SAMN05725119	420	25785	United Kingdom: Warham salt marsh	2016-09-12	GCA_001723155.1	none	full	na	Warham Salt Marsh creek	52.9622 N 0.89630098 E	0	0	Haladaptatus sp. W1	5472	na	9	none	none	none	none	none	2016/09/12	0	1897478	3	W1	University of Essex	1897478	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;x__unclassified Haladaptatus;s__Haladaptatus sp. W1	0	5192569	11	52	na	5192569	0	MEIH00000000.1	5836	420	46599	2	none	none	none	none	none	none	1473	NZ_MEIH01000371.1	1473	2693	0	99.661	AB663347.1.1473	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloadaptaceae;Haladaptatus;Haladaptatus paucihalophilus	0	19	51	0
GB_GCA_028700035.1	0	86.51	1.76	Specific	97.08	4.9	234	p__Euryarchaeota (UID54)	153	25	1711368	84.5483662355512	300	760495	37.616070205255006	2024129	RS_GCF_029633915.1	f	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__Methanomicrobium antiquum	not type material	none	f	65	57	43116	55859	none	0	none	none	7489	2	116	JAQVTL010000082.1	none	none	none	none	none	none	6739	7333	f	f	t	8430	10012	Scaffold	ASM2870003v1	na	PRJNA900590	SAMN32737410	300	8430	USA	2023-02-18	GCA_028700035.1	derived from metagenome	full	STF1_31	NEUS_F1 leachate from a leachate well at an active municipal landfill in the North Eastern United States	38.96 N 75.67 W	0	0	Methanomicrobium sp.	none	na	2	276	57	10012	4987	3322	2023/02/18	24	2052684	0	STF1_31	University of Waterloo	2052684	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;x__unclassified Methanomicrobium;s__Methanomicrobium sp.	2400	2024129	11	43	na	2021729	0	JAQVTL000000000.1	2109	276	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2400	18	43	0
GB_GCA_030539765.1	0	99.95	0.93	Specific	100	0.65	228	p__Euryarchaeota (UID49)	153	0	2869981	76.17365265964591	158	1578401	41.898429818581825	3767682	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	not type material	none	f	32	29	119203	119203	90228	1	2891	JAUNXL010000004.1	90228	1	117	JAUNXL010000004.1	2891	5339	0	100	CP009509.1353503.1356396	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei WWM610	23843	28760	t	f	f	35268	43223	Scaffold	ASM3053976v1	na	PRJNA983076	SAMN36400204	158	35268	Germany: Zoo Saarbruecken	2023-07-25	GCA_030539765.1	derived from metagenome	full	S1R_St_38	feces	49.2307 N 7.0407 E	0	0	Methanosarcina mazei	none	na	3	131	29	43223	27568	14020	2023/07/25	27	2209	1	S1R_St_38	Center for Bioinformatics	2209	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	474	3767682	11	54	na	3767208	0	JAUNXL000000000.1	3196	131	90228	1	none	none	none	none	none	none	1475	JAUNXL010000004.1	1470	2715	0	100	CP009511.40604.42073	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei SarPi	474	19	54	0
RS_GCF_032248915.1	0	99.61	0.59	Specific	98.81	1.19	217	c__Thermoprotei (UID147)	168	0	1818060	89.63997278348076	128	657316	32.40915500596594	2028180	RS_GCF_020886315.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus caldissimus	not type material	none	f	19	19	127640	127640	none	0	none	none	none	0	none	none	none	none	none	none	none	none	15845	15845	f	f	t	29252	29252	Contig	ASM3224891v1	na	PRJNA224116	SAMN37115009	128	29252	none	2023-10-01	GCA_032248915.1	derived from metagenome	full	RBS.bin.9	none	none	0	0	Saccharolobus sp.	none	na	1	none	none	none	none	none	2023/10/01	0	2100761	0	RBS.bin.9	Montana State University	2100761	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;x__unclassified Saccharolobus;s__Saccharolobus sp.	0	2028180	11	40	na	2028180	0	JAVVGX000000000.1	2214	128	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	40	0
RS_GCF_901111125.1	4	99.85	0.06	Specific	100	0	188	p__Euryarchaeota (UID3)	125	0	1540711	89.97293881860483	27	535336	31.262102811706526	1712416	RS_GCF_000016525.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella smithii	not type material	none	f	5	5	253318	253318	4923	3	2882	NZ_CAAKMW010000024.1	none	0	none	none	2882	5315	0	99.965	ABYV02000002.17.3010	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii DSM 2374	63422	63422	f	f	t	144699	144699	Contig	PRJEB32190	na	PRJNA224116	SAMEA5568008	27	144699	none	2020-04-15	GCA_901111125.1	none	full	PRJEB32190	Blood	none	0	0	Methanobrevibacter smithii	none	na	7	none	none	none	none	none	2020/04/15	0	2173	1	PRJEB32190	URMITE	2173	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	0	1712416	11	34	na	1712416	0	CAAKMW000000000.1	1657	27	4923	1	none	none	none	none	none	none	1476	NZ_CAAKMW010000024.1	1476	2726	0	100	CP017803.454724.456208	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii	0	19	34	0
RS_GCF_002214565.1	0	99.9	0.1	Specific	100	0	299	p__Euryarchaeota (UID4)	202	0	1722058	92.13842770694332	1	1039115	55.597675750004015	1868990	RS_GCF_002214565.1	t	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus radiotolerans	type strain of species	LPSN	f	1	1	1868990	1868990	1868990	1	3012	NZ_CP015106.1	1868990	2	103	NZ_CP015106.1	2959	5465	0	100	CP015106.1274714.1277672	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus radiotolerans	1868990	1868990	t	f	f	1868990	1868990	Complete Genome	ASM221456v1	na	PRJNA224116	SAMN03324164	none	none	Mexico: Guaymas basin	2017-07-05	GCA_002214565.1	none	full	na	hydrothermal chimney sample	27.01 N 111.4 W	1	0	Thermococcus radiotolerans	1999	representative genome	4	1	1	1868990	1868990	1868990	2017/07/05	0	187880	1	EJ2	Ecole Normale Superieure de Lyon	187880	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus radiotolerans	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus radiotolerans	0	1868990	11	45	assembly from type material	1868990	0	na	2021	1	1868990	1	none	none	none	none	none	none	1486	NZ_CP015106.1	1486	2745	0	100	CP021848.1417682.1419191	Archaea;Methanobacteriota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp. 5-4	0	19	46	0
GB_GCA_036773825.1	0	95	0	Specific	99.2	0.12	188	p__Euryarchaeota (UID3)	125	0	1391015	89.67324736140444	67	768251	49.638109095796096	1551204	RS_GCF_000008645.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus	not type material	none	f	8	5	256517	256517	none	0	none	none	none	0	none	none	none	none	none	none	none	none	23100	48475	f	f	t	59889	91617	Scaffold	ASM3677382v1	na	PRJNA843551	SAMN28748105	67	59889	none	2024-02-22	GCA_036773825.1	derived from metagenome	full	CTOTU3214	none	none	0	none	Methanothermobacter thermautotrophicus	none	na	none	32	5	91617	59889	28039	2024/02/22	35	145262	none	CTOTU3214	Helmholtz Centre for Environmental Research - UFZ	145262	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus	3500	1551204	none	none	na	1547704	0	DAIPCS000000000.1	1662	32	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3500	19	37	0
RS_GCF_002156965.1	0	98.88	0.01	Specific	100	0	145	k__Archaea (UID2)	103	0	1249604	91.87751272722996	1	427571	31.437287328061082	1360076	RS_GCF_002156965.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus catalinensis	type strain of species	LPSN	f	1	1	1360076	1360076	1360076	1	2978	NZ_CP021324.1	1360076	1	112	NZ_CP021324.1	2976	5496	0	100	CP021324.508901.511883	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosomarinus catalina	1360076	1360076	t	f	f	1360076	1360076	Complete Genome	ASM215696v1	na	PRJNA224116	SAMN05730076	none	none	Pacific Ocean: Coastal California	2017-05-22	GCA_002156965.1	none	full	na	seawater	none	1	0	Candidatus Nitrosomarinus catalina	1602	representative genome	3	1	1	1360076	1360076	1360076	2017/05/22	0	1898749	1	SPOT01	University of Southern California	1898749	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus Nitrosomarinus;s__Candidatus Nitrosomarinus catalina	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus Nitrosomarinus;s__Candidatus Nitrosomarinus catalina	0	1360076	11	43	na	1360076	0	na	1677	1	1360076	1	1468	2662	0	99.387	4483230	k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__Nitrosopumilus;s__	1470	NZ_CP021324.1	1470	2715	0	100	CP021324.507270.508740	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosomarinus catalina	0	18	43	0
RS_GCF_029972695.1	0	98.83	0.89	Specific	97.39	0.65	228	p__Euryarchaeota (UID49)	153	0	2159441	87.56921177851258	131	1334390	54.111911603572125	2465982	RS_GCF_016706325.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp016706325	not type material	none	f	17	17	148720	148720	none	0	none	none	none	0	none	none	none	none	none	none	none	none	18824	18824	f	f	t	43775	43775	Contig	ASM2997269v1	na	PRJNA224116	SAMN33606036	131	43775	none	2023-05-11	GCA_029972695.1	derived from metagenome	full	Seed_metabat.86	none	none	0	0	Methanothrix sp.	none	na	0	none	none	none	none	none	2023/05/11	0	90426	0	Seed_metabat.86	University of Illinois Urbana-Champaign	90426	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;x__unclassified Methanothrix;s__Methanothrix sp.	0	2465982	11	43	na	2465982	0	JARKUH000000000.1	2467	131	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	43	0
RS_GCF_945868105.1	0	92.74	0.04	Specific	93.42	0	188	p__Euryarchaeota (UID3)	125	0	1537200	82.04801933455278	111	605389	32.312625798156105	1873537	RS_GCF_016294135.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium_A	not type material	none	f	24	24	74966	74966	none	0	none	none	4394	1	314	NZ_CAMBKS010000098.1	none	none	none	none	none	none	16878	16878	f	f	t	29494	29494	Contig	SRR15732358_bin.9_metaWRAP_v1.3_MAG	na	PRJNA224116	SAMEA110402541	111	29494	none	2022-09-09	GCA_945868105.1	derived from metagenome	full	SRR15732358_bin.9_metaWRAP_v1.3_MAG	pig gut metagenome	none	0	0	Methanobrevibacter ruminantium	none	na	2	none	none	none	none	none	2022/09/09	0	83816	0	SRR15732358_bin.9_metaWRAP_v1.3_MAG	EMG	83816	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter ruminantium	0	1873537	11	27	na	1873537	0	CAMBKS000000000.1	1856	111	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	28	0
